Game_ID,Player_ID,pm,OffRtg,DefRtg
006728e4c10e957011e1f24878e6054a,4ef3dae16c436459ff05156abca5cebd,12.0,113.04347826086956,90.9090909090909
006728e4c10e957011e1f24878e6054a,5cce6ffa455e6372d9de0de400482ab6,18.0,125.0,80.0
006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6,-3.0,105.33333333333333,110.8108108108108
006728e4c10e957011e1f24878e6054a,c5dd5b2e3b975f0849d9b74e74125cb9,-13.0,101.23456790123457,115.85365853658537
006728e4c10e957011e1f24878e6054a,42e0d7167f04a4ff958c6442da0e6851,0.0,109.85915492957747,111.42857142857143
006728e4c10e957011e1f24878e6054a,618f6d58ab2881152607c2a6e057bc51,1.0,120.40816326530613,118.36734693877551
006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0,0.0,104.91803278688525,106.66666666666667
006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f,6.0,106.77966101694915,98.27586206896552
006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240,-11.0,86.48648648648648,119.44444444444444
006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5,-6.0,101.53846153846153,114.28571428571429
006728e4c10e957011e1f24878e6054a,e816ff284dc3f965b8f3d605a3b91bae,0.0,0.0,0.0
006728e4c10e957011e1f24878e6054a,ed95dff5440fadf3042b5acacea81eed,0.0,0.0,0.0
006728e4c10e957011e1f24878e6054a,1b37fed4823f31ccbf03515f4b9fe438,0.0,0.0,0.0
006728e4c10e957011e1f24878e6054a,d00d552bc4e50f63f9397a74514519ba,0.0,0.0,0.0
006728e4c10e957011e1f24878e6054a,dd1da128c27db468d95b99b583f8a57d,0.0,0.0,0.0
006728e4c10e957011e1f24878e6054a,902362537ff2a39c0c0cfb82ab0adac2,0.0,0.0,0.0
006728e4c10e957011e1f24878e6054a,e59b921ab3da55f632bc748beb12805a,0.0,0.0,0.0
006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc,-4.0,75.0,100.0
006728e4c10e957011e1f24878e6054a,d81d912f81fa43178f423aa89a713e96,3.0,121.05263157894737,113.15789473684211
006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec,-5.0,106.97674418604652,113.33333333333333
006728e4c10e957011e1f24878e6054a,5db9c1c8184510fee8161e7fafdc9c49,-6.0,77.77777777777777,97.14285714285714
006728e4c10e957011e1f24878e6054a,f4a5ca938177c407a9dab5412e39498f,-6.0,83.87096774193549,103.2258064516129
006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314,6.0,105.55555555555556,88.88888888888889
006728e4c10e957011e1f24878e6054a,4413c19cf092bda39332d7833c90bfe6,4.0,125.80645161290323,102.94117647058823
006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750,-8.0,110.34482758620689,122.03389830508475
006728e4c10e957011e1f24878e6054a,4dd3d6a51dc97c651d3a86eec4362a1f,12.0,127.77777777777777,100.0
03ac65b9a32fde1e201bfb427f6e41e4,ff52c317e26534ae1679da3c917e9fec,-1.0,107.4074074074074,110.37735849056604
03ac65b9a32fde1e201bfb427f6e41e4,7dfbb5980c066844384ba7424aceae47,2.0,105.74712643678161,103.44827586206897
03ac65b9a32fde1e201bfb427f6e41e4,31598ba01a3fff03ed0a87d7dea11dfe,-8.0,102.38095238095238,109.30232558139535
03ac65b9a32fde1e201bfb427f6e41e4,a1591595c04d12e88e3cb427fb667618,6.0,107.6923076923077,100.0
03ac65b9a32fde1e201bfb427f6e41e4,3626b893fc73a5cbd67d1ea48a5c7039,-5.0,103.15789473684211,106.18556701030928
03ac65b9a32fde1e201bfb427f6e41e4,83c15c0962941640faab838a8f6f151d,2.0,102.02020202020202,102.0618556701031
